species	interaction_name	interaction_name_2	ligand	receptor	pathway_name	annotation	version
mouse	H2-K1_KIR3DL1	H2-k1  - Kir3dl1	H2-K1	Kir3dl1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-K1_KLRA	H2-k1  - Klra	H2-K1	Klra	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-L_CD8A	H2-l  - Cd8a	H2-L	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-L_CD8B1	H2-l  - Cd8b1	H2-L	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M1_CD8A	H2-m1  - Cd8a	H2-M1	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M1_CD8B1	H2-m1  - Cd8b1	H2-M1	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M10.1_CD8A	H2-m10.1  - Cd8a	H2-M10.1	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M10.1_CD8B1	H2-m10.1  - Cd8b1	H2-M10.1	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M10.2_CD8A	H2-m10.2  - Cd8a	H2-M10.2	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M10.2_CD8B1	H2-m10.2  - Cd8b1	H2-M10.2	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M10.3_CD8A	H2-m10.3  - Cd8a	H2-M10.3	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M10.3_CD8B1	H2-m10.3  - Cd8b1	H2-M10.3	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M10.4_CD8A	H2-m10.4  - Cd8a	H2-M10.4	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M10.4_CD8B1	H2-m10.4  - Cd8b1	H2-M10.4	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M10.5_CD8A	H2-m10.5  - Cd8a	H2-M10.5	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M10.5_CD8B1	H2-m10.5  - Cd8b1	H2-M10.5	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M10.6_CD8A	H2-m10.6  - Cd8a	H2-M10.6	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M10.6_CD8B1	H2-m10.6  - Cd8b1	H2-M10.6	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M11_CD8A	H2-m11  - Cd8a	H2-M11	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M11_CD8B1	H2-m11  - Cd8b1	H2-M11	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M2_CD8A	H2-m2  - Cd8a	H2-M2	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M2_CD8B1	H2-m2  - Cd8b1	H2-M2	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M3_CD8A	H2-m3  - Cd8a	H2-M3	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M3_CD8B1	H2-m3  - Cd8b1	H2-M3	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M5_CD8A	H2-m5  - Cd8a	H2-M5	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M5_CD8B1	H2-m5  - Cd8b1	H2-M5	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M9_CD8A	H2-m9  - Cd8a	H2-M9	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-M9_CD8B1	H2-m9  - Cd8b1	H2-M9	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q1_CD8A	H2-q1  - Cd8a	H2-Q1	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q1_CD8B1	H2-q1  - Cd8b1	H2-Q1	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q1_KIR3DL1	H2-q1  - Kir3dl1	H2-Q1	Kir3dl1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q10_CD8A	H2-q10  - Cd8a	H2-Q10	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q10_CD8B1	H2-q10  - Cd8b1	H2-Q10	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q10_KIR3DL1	H2-q10  - Kir3dl1	H2-Q10	Kir3dl1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q2_CD8A	H2-q2  - Cd8a	H2-Q2	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q2_CD8B1	H2-q2  - Cd8b1	H2-Q2	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q2_KIR3DL1	H2-q2  - Kir3dl1	H2-Q2	Kir3dl1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q4_CD8A	H2-q4  - Cd8a	H2-Q4	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q4_CD8B1	H2-q4  - Cd8b1	H2-Q4	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q4_KIR3DL1	H2-q4  - Kir3dl1	H2-Q4	Kir3dl1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q6_CD8A	H2-q6  - Cd8a	H2-Q6	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q6_CD8B1	H2-q6  - Cd8b1	H2-Q6	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q6_KIR3DL1	H2-q6  - Kir3dl1	H2-Q6	Kir3dl1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q7_CD8A	H2-q7  - Cd8a	H2-Q7	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q7_CD8B1	H2-q7  - Cd8b1	H2-Q7	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q7_KIR3DL1	H2-q7  - Kir3dl1	H2-Q7	Kir3dl1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q8_CD8A	H2-q8  - Cd8a	H2-Q8	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q8_CD8B1	H2-q8  - Cd8b1	H2-Q8	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q9_CD8A	H2-q9  - Cd8a	H2-Q9	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-Q9_CD8B1	H2-q9  - Cd8b1	H2-Q9	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T-PS_CD8A	H2-t-ps  - Cd8a	H2-T-ps	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T-PS_CD8B1	H2-t-ps  - Cd8b1	H2-T-ps	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T10_CD8A	H2-t10  - Cd8a	H2-T10	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T10_CD8B1	H2-t10  - Cd8b1	H2-T10	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T18_CD8A	H2-t18  - Cd8a	H2-T18	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T18_CD8B1	H2-t18  - Cd8b1	H2-T18	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T22_CD8A	H2-t22  - Cd8a	H2-T22	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T22_CD8B1	H2-t22  - Cd8b1	H2-T22	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T23_CD8A	H2-t23  - Cd8a	H2-T23	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T23_CD8B1	H2-t23  - Cd8b1	H2-T23	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T23_KLRD1_KLRC1	H2-t23  - (Klrd1+Klrc1)	H2-T23	KLRD1_KLRC1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T23_KLRD1_KLRC2	H2-t23  - (Klrd1+Klrc2)	H2-T23	KLRD1_KLRC2	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T24_CD8A	H2-t24  - Cd8a	H2-T24	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T24_CD8B1	H2-t24  - Cd8b1	H2-T24	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T25_CD8A	H2-T25  - Cd8a	H2-T25	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T25_CD8B1	H2-T25  - Cd8b1	H2-T25	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T26_CD8A	H2-T26  - Cd8a	H2-T26	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T26_CD8B1	H2-T26  - Cd8b1	H2-T26	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T27_CD8A	H2-T27  - Cd8a	H2-T27	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T27_CD8B1	H2-T27  - Cd8b1	H2-T27	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T3_CD8A	H2-t3  - Cd8a	H2-T3	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T3_CD8B1	H2-t3  - Cd8b1	H2-T3	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T9_CD8A	H2-t9  - Cd8a	H2-T9	Cd8a	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-T9_CD8B1	H2-t9  - Cd8b1	H2-T9	Cd8b1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H60A_KLRK1	H60a  - Klrk1	H60a	Klrk1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	RAET1A_KLRK1	Raet1a  - Klrk1	Raet1a	Klrk1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	ULBP1_KLRK1	Ulbp1  - Klrk1	Ulbp1	Klrk1	MHC-I	Cell-Cell Contact	CellChatDB v1
mouse	H2-AA_CD4	H2-aa  - Cd4	H2-Aa	Cd4	MHC-II	Cell-Cell Contact	CellChatDB v1
mouse	H2-AB1_CD4	H2-ab1  - Cd4	H2-Ab1	Cd4	MHC-II	Cell-Cell Contact	CellChatDB v1
mouse	H2-DMA_CD4	H2-dma  - Cd4	H2-DMa	Cd4	MHC-II	Cell-Cell Contact	CellChatDB v1
mouse	H2-DMB1_CD4	H2-dmb1  - Cd4	H2-DMb1	Cd4	MHC-II	Cell-Cell Contact	CellChatDB v1
mouse	H2-DMB2_CD4	H2-dmb2  - Cd4	H2-DMb2	Cd4	MHC-II	Cell-Cell Contact	CellChatDB v1
mouse	H2-EA-PS_CD4	H2-ea-ps  - Cd4	H2-Ea	Cd4	MHC-II	Cell-Cell Contact	CellChatDB v1
mouse	H2-EB1_CD4	H2-eb1  - Cd4	H2-Eb1	Cd4	MHC-II	Cell-Cell Contact	CellChatDB v1
mouse	H2-OA_CD4	H2-oa  - Cd4	H2-Oa	Cd4	MHC-II	Cell-Cell Contact	CellChatDB v1
mouse	H2-OB_CD4	H2-ob  - Cd4	H2-Ob	Cd4	MHC-II	Cell-Cell Contact	CellChatDB v1
mouse	MIF_ACKR3	Mif  - Ackr3	Mif	Ackr3	MIF	Secreted Signaling	CellChatDB v1
mouse	MIF_CD74_CD44	Mif  - (Cd74+Cd44)	Mif	CD74_CD44	MIF	Secreted Signaling	CellChatDB v1
mouse	MIF_CD74_CXCR2	Mif  - (Cd74+Cxcr2)	Mif	CD74_CXCR2	MIF	Secreted Signaling	CellChatDB v1
mouse	MIF_CD74_CXCR4	Mif  - (Cd74+Cxcr4)	Mif	CD74_CXCR4	MIF	Secreted Signaling	CellChatDB v1
mouse	MDK_ALK	Mdk  - Alk	Mdk	Alk	MK	Secreted Signaling	CellChatDB v1
mouse	MDK_ITGA4_ITGB1	Mdk  - (Itga4+Itgb1)	Mdk	ITGA4_ITGB1	MK	Secreted Signaling	CellChatDB v1
mouse	MDK_ITGA6_ITGB1	Mdk  - (Itga6+Itgb1)	Mdk	ITGA6_ITGB1	MK	Secreted Signaling	CellChatDB v1
mouse	MDK_LRP1	Mdk  - Lrp1	Mdk	Lrp1	MK	Secreted Signaling	CellChatDB v1
mouse	MDK_NCL	Mdk  - Ncl	Mdk	Ncl	MK	Secreted Signaling	CellChatDB v1
mouse	MDK_PTPRZ1	Mdk  - Ptprz1	Mdk	Ptprz1	MK	Secreted Signaling	CellChatDB v1
mouse	MDK_SDC1	Mdk  - Sdc1	Mdk	Sdc1	MK	Secreted Signaling	CellChatDB v1
mouse	MDK_SDC2	Mdk  - Sdc2	Mdk	Sdc2	MK	Secreted Signaling	CellChatDB v1
mouse	MDK_SDC4	Mdk  - Sdc4	Mdk	Sdc4	MK	Secreted Signaling	CellChatDB v1
mouse	MMP2_INTEGRIN_AVB3_COMPLEX	Mmp2 - Integrin_avb3	Mmp2	MMP14_ITGAV_ITGB3	MMP	Cell-Cell Contact	CellChatDB v2
mouse	MPZ_MPZ	Mpz  - Mpz	Mpz	Mpz	MPZ	Cell-Cell Contact	CellChatDB v1
mouse	MPZ_MPZL1	Mpz  - Mpzl1	Mpz	Mpzl1	MPZ	Cell-Cell Contact	CellChatDB v1
mouse	MPZL1_MPZL1	Mpzl1  - Mpzl1	Mpzl1	Mpzl1	MPZ	Cell-Cell Contact	CellChatDB v1
mouse	MSTN_ACVR1B_ACVR2A	Mstn  - (Acvr1b+Acvr2a)	Mstn	ACVR1B_ACVR2A	MSTN	Secreted Signaling	CellChatDB v1
mouse	MSTN_ACVR1B_ACVR2B	Mstn  - (Acvr1b+Acvr2b)	Mstn	ACVR1B_ACVR2B	MSTN	Secreted Signaling	CellChatDB v1
mouse	MSTN_TGFBR1_ACVR2A	Mstn  - (Tgfbr1+Acvr2a)	Mstn	TGFBR1_ACVR2A	MSTN	Secreted Signaling	CellChatDB v1
mouse	MSTN_TGFBR1_ACVR2B	Mstn  - (Tgfbr1+Acvr2b)	Mstn	TGFBR1_ACVR2B	MSTN	Secreted Signaling	CellChatDB v1
mouse	NCAM1_FGFR1	Ncam1  - Fgfr1	Ncam1	Fgfr1	NCAM	Cell-Cell Contact	CellChatDB v1
mouse	NCAM1_L1CAM	Ncam1  - L1cam	Ncam1	L1cam	NCAM	Cell-Cell Contact	CellChatDB v1
mouse	NCAM1_NCAM1	Ncam1  - Ncam1	Ncam1	Ncam1	NCAM	Cell-Cell Contact	CellChatDB v1
mouse	NCAM1_NCAM2	Ncam1  - Ncam2	Ncam1	Ncam2	NCAM	Cell-Cell Contact	CellChatDB v1
mouse	NCAM2_L1CAM	Ncam2  - L1cam	Ncam2	L1cam	NCAM	Cell-Cell Contact	CellChatDB v1
mouse	WNT11_FZD1	Wnt11  - Fzd1	Wnt11	Fzd1	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT11_FZD10	Wnt11  - Fzd10	Wnt11	Fzd10	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT11_FZD2	Wnt11  - Fzd2	Wnt11	Fzd2	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT11_FZD3	Wnt11  - Fzd3	Wnt11	Fzd3	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT11_FZD4	Wnt11  - Fzd4	Wnt11	Fzd4	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT11_FZD5	Wnt11  - Fzd5	Wnt11	Fzd5	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT11_FZD6	Wnt11  - Fzd6	Wnt11	Fzd6	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT11_FZD7	Wnt11  - Fzd7	Wnt11	Fzd7	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT11_FZD8	Wnt11  - Fzd8	Wnt11	Fzd8	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT11_FZD9	Wnt11  - Fzd9	Wnt11	Fzd9	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5A_FZD1	Wnt5a  - Fzd1	Wnt5a	Fzd1	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5A_FZD10	Wnt5a  - Fzd10	Wnt5a	Fzd10	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5A_FZD2	Wnt5a  - Fzd2	Wnt5a	Fzd2	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5A_FZD3	Wnt5a  - Fzd3	Wnt5a	Fzd3	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5A_FZD4	Wnt5a  - Fzd4	Wnt5a	Fzd4	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5A_FZD5	Wnt5a  - Fzd5	Wnt5a	Fzd5	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5A_FZD6	Wnt5a  - Fzd6	Wnt5a	Fzd6	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5A_FZD7	Wnt5a  - Fzd7	Wnt5a	Fzd7	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5A_FZD8	Wnt5a  - Fzd8	Wnt5a	Fzd8	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5A_FZD9	Wnt5a  - Fzd9	Wnt5a	Fzd9	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5A_MCAM	Wnt5a  - Mcam	Wnt5a	Mcam	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5B_FZD1	Wnt5b  - Fzd1	Wnt5b	Fzd1	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5B_FZD10	Wnt5b  - Fzd10	Wnt5b	Fzd10	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5B_FZD2	Wnt5b  - Fzd2	Wnt5b	Fzd2	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5B_FZD3	Wnt5b  - Fzd3	Wnt5b	Fzd3	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5B_FZD4	Wnt5b  - Fzd4	Wnt5b	Fzd4	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5B_FZD5	Wnt5b  - Fzd5	Wnt5b	Fzd5	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5B_FZD6	Wnt5b  - Fzd6	Wnt5b	Fzd6	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5B_FZD7	Wnt5b  - Fzd7	Wnt5b	Fzd7	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5B_FZD8	Wnt5b  - Fzd8	Wnt5b	Fzd8	ncWNT	Secreted Signaling	CellChatDB v1
mouse	WNT5B_FZD9	Wnt5b  - Fzd9	Wnt5b	Fzd9	ncWNT	Secreted Signaling	CellChatDB v1
mouse	NECTIN1_CADM3	Nectin1  - Cadm3	Nectin1	Cadm3	NECTIN	Cell-Cell Contact	CellChatDB v1
mouse	NECTIN1_CD96	Nectin1  - Cd96	Nectin1	Cd96	NECTIN	Cell-Cell Contact	CellChatDB v1
mouse	NECTIN1_NECTIN3	Nectin1  - Nectin3	Nectin1	Nectin3	NECTIN	Cell-Cell Contact	CellChatDB v1
mouse	NECTIN1_NECTIN4	Nectin1  - Nectin4	Nectin1	Nectin4	NECTIN	Cell-Cell Contact	CellChatDB v1
mouse	NECTIN2_CD226	Nectin2  - Cd226	Nectin2	Cd226	NECTIN	Cell-Cell Contact	CellChatDB v1
mouse	NECTIN2_TIGIT	Nectin2  - Tigit	Nectin2	Tigit	NECTIN	Cell-Cell Contact	CellChatDB v1
mouse	NECTIN3_NECTIN2	Nectin3  - Nectin2	Nectin3	Nectin2	NECTIN	Cell-Cell Contact	CellChatDB v1
mouse	NECTIN3_PVR	Nectin3  - Pvr	Nectin3	Pvr	NECTIN	Cell-Cell Contact	CellChatDB v1
mouse	NECTIN3_TIGIT	Nectin3  - Tigit	Nectin3	Tigit	NECTIN	Cell-Cell Contact	CellChatDB v1
mouse	NEGR1_NEGR1	Negr1  - Negr1	Negr1	Negr1	NEGR	Cell-Cell Contact	CellChatDB v1
mouse	NTN1_DCC	Ntn1 - Dcc	Ntn1	Dcc	Netrin	Cell-Cell Contact	CellChatDB v2
mouse	NTN1_DSCAM	Ntn1 - Dscam	Ntn1	Dscam	Netrin	Cell-Cell Contact	CellChatDB v2
mouse	NTN1_UNC5A	Ntn1 - Unc5a	Ntn1	Unc5a	Netrin	Cell-Cell Contact	CellChatDB v2
mouse	NTN1_UNC5B	Ntn1 - Unc5b	Ntn1	Unc5b	Netrin	Cell-Cell Contact	CellChatDB v2
mouse	NTN1_UNC5C	Ntn1 - Unc5c	Ntn1	Unc5c	Netrin	Cell-Cell Contact	CellChatDB v2
mouse	NTN4_NTRK2	Ntn4 - Ntrk2	Ntn4	Ntrk2	Netrin	Cell-Cell Contact	CellChatDB v2
mouse	NTN4_UNC5B	Ntn4 - Unc5b	Ntn4	Unc5b	Netrin	Cell-Cell Contact	CellChatDB v2
mouse	NTN4_UNC5D	Ntn4 - Unc5d	Ntn4	Unc5d	Netrin	Cell-Cell Contact	CellChatDB v2
mouse	KLK1B4_NGFR	Klk1b4  - Ngfr	Klk1b4	Ngfr	NGF	Secreted Signaling	CellChatDB v1
mouse	NGF_NGFR	Ngf  - Ngfr	Ngf	Ngfr	NGF	Secreted Signaling	CellChatDB v1
mouse	LRRC4_NTNG2	Lrrc4  - Ntng2	Lrrc4	Ntng2	NGL	Cell-Cell Contact	CellChatDB v1
mouse	LRRC4B_PTPRF	Lrrc4b  - Ptprf	Lrrc4b	Ptprf	NGL	Cell-Cell Contact	CellChatDB v1
mouse	LRRC4C_NTNG1	Lrrc4c  - Ntng1	Lrrc4c	Ntng1	NGL	Cell-Cell Contact	CellChatDB v1
mouse	H60A_NKG2D_HCST	H60a - (Klrk1+Hcst)	H60a	NKG2D_HCST	NKG2D	Cell-Cell Contact	CellChatDB v2
mouse	H60B_NKG2D_HCST	H60b - (Klrk1+Hcst)	H60b	NKG2D_HCST	NKG2D	Cell-Cell Contact	CellChatDB v2
mouse	H60C_NKG2D_HCST	H60c - (Klrk1+Hcst)	H60c	NKG2D_HCST	NKG2D	Cell-Cell Contact	CellChatDB v2
mouse	RAET1A_NKG2D_HCST	Raet1a - (Klrk1+Hcst)	Raet1a	NKG2D_HCST	NKG2D	Cell-Cell Contact	CellChatDB v2
mouse	RAET1B_NKG2D_HCST	Raet1b - (Klrk1+Hcst)	Raet1b	NKG2D_HCST	NKG2D	Cell-Cell Contact	CellChatDB v2
mouse	RAET1C_NKG2D_HCST	Raet1c - (Klrk1+Hcst)	Raet1c	NKG2D_HCST	NKG2D	Cell-Cell Contact	CellChatDB v2
mouse	RAET1D_NKG2D_HCST	Raet1d - (Klrk1+Hcst)	Raet1d	NKG2D_HCST	NKG2D	Cell-Cell Contact	CellChatDB v2
mouse	RAET1E_NKG2D_HCST	Raet1e - (Klrk1+Hcst)	Raet1e	NKG2D_HCST	NKG2D	Cell-Cell Contact	CellChatDB v2
mouse	ULBP1_KLRK1_HCST	Ulbp1  - (Klrk1+Hcst)	Ulbp1	KLRK1_HCST	NKG2D	Cell-Cell Contact	CellChatDB v1
mouse	NMS_NMUR1	Nms  - Nmur1	Nms	Nmur1	NMU	Secreted Signaling	CellChatDB v1
mouse	NMS_NMUR2	Nms  - Nmur2	Nms	Nmur2	NMU	Secreted Signaling	CellChatDB v1
mouse	NMU_NMUR1	Nmu  - Nmur1	Nmu	Nmur1	NMU	Secreted Signaling	CellChatDB v1
mouse	NMU_NMUR2	Nmu  - Nmur2	Nmu	Nmur2	NMU	Secreted Signaling	CellChatDB v1
mouse	GDF1_ACVR1B_ACVR2A	Gdf1  - (Acvr1b+Acvr2a)	Gdf1	ACVR1B_ACVR2A_CFC1	NODAL	Secreted Signaling	CellChatDB v1
mouse	GDF1_ACVR1B_ACVR2B	Gdf1  - (Acvr1b+Acvr2b)	Gdf1	ACVR1B_ACVR2B_CFC1	NODAL	Secreted Signaling	CellChatDB v1
mouse	GDF1_ACVR1C_ACVR2A	Gdf1  - (Acvr1c+Acvr2a)	Gdf1	ACVR1C_ACVR2A_CFC1	NODAL	Secreted Signaling	CellChatDB v1
mouse	GDF1_ACVR1C_ACVR2B	Gdf1  - (Acvr1c+Acvr2b)	Gdf1	ACVR1C_ACVR2B_CFC1	NODAL	Secreted Signaling	CellChatDB v1
mouse	GDF3_ACVR1B_ACVR2A	Gdf3  - (Acvr1b+Acvr2a)	Gdf3	ACVR1B_ACVR2A_CFC1	NODAL	Secreted Signaling	CellChatDB v1
mouse	GDF3_ACVR1B_ACVR2B	Gdf3  - (Acvr1b+Acvr2b)	Gdf3	ACVR1B_ACVR2B_CFC1	NODAL	Secreted Signaling	CellChatDB v1
mouse	GDF3_ACVR1C_ACVR2A	Gdf3  - (Acvr1c+Acvr2a)	Gdf3	ACVR1C_ACVR2A_CFC1	NODAL	Secreted Signaling	CellChatDB v1
mouse	GDF3_ACVR1C_ACVR2B	Gdf3  - (Acvr1c+Acvr2b)	Gdf3	ACVR1C_ACVR2B_CFC1	NODAL	Secreted Signaling	CellChatDB v1
mouse	NODAL_ACVR1B_ACVR2A	Nodal  - (Acvr1b+Acvr2a)	Nodal	ACVR1B_ACVR2A_CFC1	NODAL	Secreted Signaling	CellChatDB v1
mouse	NODAL_ACVR1B_ACVR2B	Nodal  - (Acvr1b+Acvr2b)	Nodal	ACVR1B_ACVR2B_CFC1	NODAL	Secreted Signaling	CellChatDB v1
mouse	NODAL_ACVR1C_ACVR2A	Nodal  - (Acvr1c+Acvr2a)	Nodal	ACVR1C_ACVR2A_CFC1	NODAL	Secreted Signaling	CellChatDB v1
mouse	NODAL_ACVR1C_ACVR2B	Nodal  - (Acvr1c+Acvr2b)	Nodal	ACVR1C_ACVR2B_CFC1	NODAL	Secreted Signaling	CellChatDB v1
mouse	Noradrenaline-NE-DBH_SLC18A1_ADRA1A	NE-(Dbh+Slc18a1) - Adra1a	NE-DBH_SLC18A1	Adra1a	Noradrenaline	Non-protein Signaling	CellChatDB v2
mouse	Noradrenaline-NE-DBH_SLC18A1_ADRA1B	NE-(Dbh+Slc18a1) - Adra1b	NE-DBH_SLC18A1	Adra1b	Noradrenaline	Non-protein Signaling	CellChatDB v2
mouse	Noradrenaline-NE-DBH_SLC18A1_ADRA1D	NE-(Dbh+Slc18a1) - Adra1d	NE-DBH_SLC18A1	Adra1d	Noradrenaline	Non-protein Signaling	CellChatDB v2
mouse	Noradrenaline-NE-DBH_SLC18A1_ADRA2A	NE-(Dbh+Slc18a1) - Adra2a	NE-DBH_SLC18A1	Adra2a	Noradrenaline	Non-protein Signaling	CellChatDB v2
mouse	Noradrenaline-NE-DBH_SLC18A1_ADRA2B	NE-(Dbh+Slc18a1) - Adra2b	NE-DBH_SLC18A1	Adra2b	Noradrenaline	Non-protein Signaling	CellChatDB v2
